latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-15.44362,17.91936,334.56,1.11,1.05,2024-08-28,828,T,84,6.1NRT,307.15,30.57,D
-15.44499,17.92946,316.76,1.11,1.05,2024-08-28,828,T,45,6.1NRT,306.19,6.66,D
-15.33086,17.03507,326.71,1.03,1.01,2024-08-28,828,T,75,6.1NRT,307.05,15.94,D
-15.09022,15.17704,332.91,1.02,1.01,2024-08-28,828,T,80,6.1NRT,311.78,19.32,D
-15.09915,15.16924,326.76,1.02,1.01,2024-08-28,828,T,74,6.1NRT,308.8,15.1,D
-15.10054,15.1785,320.58,1.02,1.01,2024-08-28,828,T,41,6.1NRT,306.47,8.16,D
-15.10807,15.16788,328.57,1.02,1.01,2024-08-28,828,T,70,6.1NRT,305.92,17,D
-15.63488,18.96712,326.36,1.26,1.11,2024-08-28,828,T,74,6.1NRT,309.72,16.96,D
-15.63635,18.97862,328.24,1.26,1.11,2024-08-28,828,T,76,6.1NRT,308.38,20.62,D
-15.31885,16.49112,318.04,1.01,1,2024-08-28,828,T,50,6.1NRT,307.35,5.66,D
-16.339,24.23045,323.08,3.14,1.68,2024-08-28,828,T,66,6.1NRT,308.11,51.71,D
-15.53036,17.60703,334.06,1.08,1.04,2024-08-28,828,T,83,6.1NRT,307.6,26.39,D
-15.67618,18.6753,323.1,1.21,1.09,2024-08-28,828,T,60,6.1NRT,307.79,11.56,D
-15.67843,18.66897,325.21,1.21,1.09,2024-08-28,828,T,71,6.1NRT,308.38,14.1,D
-15.47511,17.01163,319.83,1.03,1.01,2024-08-28,828,T,60,6.1NRT,306.55,7.04,D
-15.47642,17.02109,322.26,1.03,1.02,2024-08-28,828,T,67,6.1NRT,308.4,9.56,D
-16.33854,24.22489,320.83,3.14,1.68,2024-08-28,828,T,58,6.1NRT,308.18,40.63,D
-15.56943,17.4261,320.25,1.06,1.03,2024-08-28,828,T,50,6.1NRT,309.1,6.31,D
-16.41037,24.33442,320.28,3.21,1.7,2024-08-28,828,T,56,6.1NRT,308.49,34.74,D
-15.80336,19.09198,319.3,1.28,1.12,2024-08-28,828,T,50,6.1NRT,307.71,7.65,D
-15.58363,17.3946,323.92,1.06,1.03,2024-08-28,828,T,70,6.1NRT,305.64,13.03,D
-15.49569,16.6313,319.85,1.01,1.01,2024-08-28,828,T,56,6.1NRT,307.38,7.84,D
-16.41175,24.35717,320.84,3.23,1.7,2024-08-28,828,T,52,6.1NRT,308.35,36.48,D
-15.50459,16.62999,330.78,1.01,1.01,2024-08-28,828,T,80,6.1NRT,307.95,20.56,D
-15.49574,16.31217,318.25,1,1,2024-08-28,828,T,34,6.1NRT,307.72,5.99,D
-15.92563,19.4873,325.28,1.36,1.16,2024-08-28,828,T,53,6.1NRT,310.6,15.5,D
-16.20081,21.33381,341,1.86,1.33,2024-08-28,828,T,88,6.1NRT,311.04,78.43,D
-16.2029,21.35092,326.05,1.87,1.34,2024-08-28,828,T,71,6.1NRT,310.3,26.61,D
-15.49158,15.83132,320.61,1,1,2024-08-28,828,T,64,6.1NRT,308.47,6.38,D
-15.71051,17.38367,320.57,1.06,1.03,2024-08-28,828,T,56,6.1NRT,307.92,7.36,D
-15.71184,17.39342,324.13,1.06,1.03,2024-08-28,828,T,70,6.1NRT,308.31,11.21,D
-16.20736,21.32718,331.82,1.86,1.33,2024-08-28,828,T,79,6.1NRT,311.46,42.24,D
-16.20933,21.3443,335.26,1.87,1.34,2024-08-28,828,T,83,6.1NRT,311.73,55.4,D
-15.99936,19.50987,332.83,1.37,1.16,2024-08-28,828,T,81,6.1NRT,312.55,28.6,D
-16.00094,19.52242,328.32,1.37,1.16,2024-08-28,828,T,60,6.1NRT,309.8,19.77,D
-15.51853,15.89249,323.32,1,1,2024-08-28,828,T,69,6.1NRT,309.42,8.38,D
-16.00964,19.50851,338.55,1.37,1.16,2024-08-28,828,T,86,6.1NRT,309.21,42.68,D
-15.52696,15.82599,331.91,1,1,2024-08-28,828,T,81,6.1NRT,308.07,20.35,D
-15.75737,17.38688,321.08,1.06,1.03,2024-08-28,828,T,63,6.1NRT,307.75,8.08,D
-15.98517,18.83707,325.91,1.25,1.11,2024-08-28,828,T,69,6.1NRT,310.97,13.97,D
-16.22031,20.37814,327.17,1.58,1.24,2024-08-28,828,T,68,6.1NRT,309.26,25.75,D
-16.22209,20.39265,330.97,1.59,1.24,2024-08-28,828,T,78,6.1NRT,308.73,35.29,D
-16.2313,20.37672,332.26,1.58,1.24,2024-08-28,828,T,80,6.1NRT,308.81,39.51,D
-16.2331,20.39126,324.9,1.59,1.24,2024-08-28,828,T,61,6.1NRT,308.54,21.61,D
-16.239,20.17298,330.92,1.53,1.22,2024-08-28,828,T,59,6.1NRT,312.35,30.82,D
-16.24078,20.18696,331.69,1.54,1.22,2024-08-28,828,T,60,6.1NRT,309.9,32.8,D
56.99121,40.73193,302.85,1.21,1.09,2024-08-28,809,T,45,6.1NRT,291.42,4.68,D
55.55535,37.89996,310.45,1.08,1.04,2024-08-28,809,T,55,6.1NRT,296.04,6.19,D
55.55254,37.91619,309.14,1.08,1.04,2024-08-28,809,T,47,6.1NRT,296.86,5.1,D
55.48385,28.59255,302.66,1.36,1.15,2024-08-28,809,T,39,6.1NRT,292.48,4.94,D
51.41328,47.97473,318.01,3.62,1.78,2024-08-28,809,T,64,6.1NRT,303.52,39.35,D
52.02608,42.79534,315.96,1.98,1.37,2024-08-28,809,T,34,6.1NRT,303.41,12.87,D
52.67839,37.53695,318.52,1.17,1.08,2024-08-28,809,T,54,6.1NRT,301.59,9.95,D
52.70953,32.64631,308.58,1.01,1,2024-08-28,811,T,43,6.1NRT,296.84,4.46,D
52.34283,34.74616,310.41,1.02,1.01,2024-08-28,811,T,42,6.1NRT,292.79,4.19,D
52.25897,33.95747,309.18,1,1,2024-08-28,811,T,43,6.1NRT,291.39,6.68,D
52.25683,33.97163,310.8,1,1,2024-08-28,811,T,57,6.1NRT,290.14,7.89,D
52.26061,33.44297,325.36,1,1,2024-08-28,811,T,80,6.1NRT,283.69,21.2,D
52.32306,32.60927,329.2,1.01,1,2024-08-28,811,T,78,6.1NRT,303.92,20.54,D
52.31632,32.59184,315.06,1.01,1,2024-08-28,811,T,54,6.1NRT,301.85,5.99,D
52.31434,32.60609,345.15,1.01,1,2024-08-28,811,T,88,6.1NRT,304.2,46.1,D
52.29967,32.64566,317.4,1,1,2024-08-28,811,T,67,6.1NRT,301.17,8.9,D
51.24773,35.3634,319.75,1.07,1.03,2024-08-28,811,T,51,6.1NRT,298.54,8.76,D
51.09301,35.49722,321.65,1.08,1.04,2024-08-28,811,T,70,6.1NRT,302.77,11.45,D
51.09051,35.51198,327.17,1.08,1.04,2024-08-28,811,T,81,6.1NRT,302.55,18.62,D
50.54268,36.06958,315.92,1.14,1.06,2024-08-28,811,T,52,6.1NRT,294.15,9.24,D
50.39256,36.38289,314.94,1.17,1.08,2024-08-28,811,T,59,6.1NRT,294.28,7.6,D
50.42219,35.995,319.9,1.14,1.06,2024-08-28,811,T,62,6.1NRT,301.22,11.11,D
49.95016,37.74009,337.31,1.34,1.15,2024-08-28,811,T,88,6.1NRT,294.75,52.67,D
49.94672,37.75788,330.28,1.35,1.15,2024-08-28,811,T,83,6.1NRT,295.56,37.67,D
51.04057,30.68249,332.96,1.05,1.02,2024-08-28,811,T,85,6.1NRT,303.81,26.33,D
51.03874,30.69698,322.72,1.05,1.02,2024-08-28,811,T,70,6.1NRT,305.16,12.66,D
51.03164,30.6797,341.63,1.05,1.02,2024-08-28,811,T,91,6.1NRT,304.76,40.62,D
51.02981,30.69419,327.41,1.05,1.02,2024-08-28,811,T,76,6.1NRT,306.38,18.34,D
50.98668,30.59858,324.88,1.05,1.02,2024-08-28,811,T,53,6.1NRT,305.38,16.08,D
50.07183,36.47966,317.13,1.2,1.09,2024-08-28,811,T,72,6.1NRT,297.7,11.74,D
48.45613,40.33463,321.23,1.94,1.36,2024-08-28,811,T,58,6.1NRT,299.69,24.37,D
49.1264,37.0407,330.92,1.31,1.14,2024-08-28,811,T,84,6.1NRT,302.28,31.6,D
48.92491,37.95909,320.55,1.45,1.19,2024-08-28,811,T,48,6.1NRT,303.41,15.45,D
48.91478,37.95441,321.31,1.45,1.19,2024-08-28,811,T,60,6.1NRT,301.07,17.56,D
50.00314,28.46501,316.75,1.17,1.08,2024-08-28,811,T,48,6.1NRT,300.1,9.67,D
49.99365,28.46258,316.3,1.17,1.08,2024-08-28,811,T,59,6.1NRT,299.6,9.82,D
47.36513,41.32118,324.31,2.35,1.48,2024-08-28,811,T,71,6.1NRT,302.42,35.24,D
48.09484,37.36168,315.42,1.42,1.18,2024-08-28,811,T,19,6.1NRT,293.84,9.78,D
48.09553,37.30316,313.68,1.42,1.18,2024-08-28,811,T,41,6.1NRT,291.71,8.29,D
46.59391,40.40123,322.17,2.22,1.44,2024-08-28,811,T,71,6.1NRT,303.14,28.99,D
47.18256,37.59566,340.97,1.54,1.22,2024-08-28,811,T,90,6.1NRT,296.52,68.85,D
47.61116,34.65729,323.27,1.14,1.06,2024-08-28,811,T,64,6.1NRT,296.26,16.98,D
47.23199,36.34023,331.33,1.34,1.15,2024-08-28,811,T,82,6.1NRT,305.17,27.84,D
47.22538,36.31953,335.98,1.34,1.15,2024-08-28,811,T,86,6.1NRT,305.43,36.87,D
47.22215,36.33626,353.34,1.34,1.15,2024-08-28,811,T,97,6.1NRT,307.01,88.1,D
47.22407,36.3312,357.25,1.34,1.15,2024-08-28,811,T,98,6.1NRT,308.03,103.09,D
47.22089,36.348,325.75,1.34,1.15,2024-08-28,811,T,75,6.1NRT,305.45,17.55,D
47.49227,33.75589,327.4,1.08,1.04,2024-08-28,811,T,60,6.1NRT,293.65,22.23,D
47.45137,33.88728,318.69,1.09,1.04,2024-08-28,811,T,68,6.1NRT,294.73,10.95,D
47.11832,33.46809,327.91,1.07,1.03,2024-08-28,811,T,81,6.1NRT,303.04,15.54,D
46.89631,33.50685,324.65,1.08,1.04,2024-08-28,811,T,77,6.1NRT,300.81,12.71,D
46.89404,33.52042,352.88,1.08,1.04,2024-08-28,811,T,96,6.1NRT,302.57,64.53,D
45.80522,37.93823,365.22,1.73,1.29,2024-08-28,811,T,100,6.1NRT,298.89,206.82,D
45.05983,37.07729,311.5,1.63,1.26,2024-08-28,811,T,48,6.1NRT,298.37,16.22,D
44.73904,37.81059,312.02,1.82,1.32,2024-08-28,811,T,44,6.1NRT,297.03,14.29,D
45.26014,31.67349,328.96,1.02,1.01,2024-08-28,811,T,82,6.1NRT,293.64,25.95,D
45.35786,30.90912,316.88,1,1,2024-08-28,811,T,67,6.1NRT,292.91,12.18,D
40.83756,33.22306,309.79,1.29,1.13,2024-08-28,813,T,59,6.1NRT,295.96,6.41,D
41.95948,19.68993,317.46,2.63,1.56,2024-08-28,813,T,68,6.1NRT,300.9,23.16,D
41.90031,20.21803,324.2,2.45,1.51,2024-08-28,813,T,78,6.1NRT,299.31,56.38,D
39.2475,36.7328,320.67,2.21,1.44,2024-08-28,813,T,61,6.1NRT,303.85,26.69,D
40.01719,32.76337,321.11,1.27,1.12,2024-08-28,813,T,69,6.1NRT,301.55,11.83,D
39.03304,36.85052,321.59,2.28,1.46,2024-08-28,813,T,62,6.1NRT,304.39,26.27,D
40.25969,29.06943,324,1,1,2024-08-28,813,T,69,6.1NRT,305.88,10.98,D
37.07388,40.10491,326.61,4.08,1.87,2024-08-28,813,T,71,6.1NRT,308.32,90.71,D
37.0628,40.14788,326.99,4.11,1.88,2024-08-28,813,T,69,6.1NRT,308.32,98.38,D
37.06764,40.09736,322.96,4.08,1.87,2024-08-28,813,T,59,6.1NRT,308.21,63.34,D
37.0568,40.14035,327.96,4.11,1.88,2024-08-28,813,T,77,6.1NRT,308.97,111.76,D
36.75483,39.76439,329.48,3.97,1.85,2024-08-28,813,T,77,6.1NRT,308.11,106.48,D
36.74953,39.71706,324.08,3.95,1.85,2024-08-28,813,T,51,6.1NRT,309.15,63.91,D
36.73919,39.75823,329.15,3.97,1.85,2024-08-28,813,T,79,6.1NRT,309.04,100.45,D
29.47581,76.87319,313.83,1.79,1.31,2024-08-28,824,A,23,6.1NRT,293.47,12.71,D
39.1044,75.83858,321.78,1.31,1.14,2024-08-28,828,A,42,6.1NRT,304.67,12.42,D
39.53747,76.27833,340.22,1.23,1.1,2024-08-28,828,A,88,6.1NRT,304.04,48.29,D
41.68475,69.4569,333.79,2.58,1.54,2024-08-28,828,A,82,6.1NRT,304.84,100.85,D
41.70486,69.48068,326.36,2.57,1.54,2024-08-28,828,A,72,6.1NRT,304.46,58.85,D
41.69775,69.45081,364.26,2.58,1.54,2024-08-28,828,A,100,6.1NRT,306.42,355.66,D
43.5329,76.77912,328.28,1.05,1.02,2024-08-28,828,A,57,6.1NRT,312.87,10.24,D
43.63181,76.92577,330.09,1.04,1.02,2024-08-28,828,A,75,6.1NRT,313.35,10.69,D
22.64635,-97.6825,309.79,1,1,2024-08-28,900,A,67,6.1NRT,290.99,7.2,N
19.59019,-92.28483,307.04,2,1.38,2024-08-28,902,A,21,6.1NRT,285.68,17.69,N
19.43532,-92.08749,305.69,2.09,1.41,2024-08-28,902,A,22,6.1NRT,285.54,14.85,N
19.38641,-92.04452,305.02,2.11,1.41,2024-08-28,902,A,6,6.1NRT,284.01,14.19,N
18.50435,-96.14866,301.68,1.17,1.07,2024-08-28,902,A,43,6.1NRT,289.78,4.3,N
29.56832,-98.02953,300.66,1.09,1.04,2024-08-28,858,A,32,6.1NRT,287.98,4.94,N
55.82105,-102.60235,303.45,3.66,1.79,2024-08-28,852,A,55,6.1NRT,278.79,53.52,N
55.82995,-102.61081,304.44,3.66,1.79,2024-08-28,852,A,46,6.1NRT,278.38,53.14,N
55.71003,-102.73716,312.45,3.71,1.8,2024-08-28,852,A,47,6.1NRT,277.1,87.39,N
55.69392,-102.73754,304.31,3.71,1.8,2024-08-28,852,A,59,6.1NRT,277.26,56.75,N
55.47444,-102.59531,301.51,3.64,1.79,2024-08-28,852,A,42,6.1NRT,275.82,48.54,N
53.80232,-89.1907,302.38,1.03,1.01,2024-08-28,852,A,46,6.1NRT,280.78,9.54,N
53.78465,-89.19746,344.46,1.03,1.01,2024-08-28,852,A,100,6.1NRT,295.08,56.93,N
51.17062,91.91193,306.98,4.57,1.96,2024-08-28,833,A,34,6.1NRT,292.35,52.36,D
50.04647,73.00948,313.82,1.11,1.05,2024-08-28,833,A,49,6.1NRT,293.82,10.49,D
50.43847,66.37848,318.02,2.04,1.39,2024-08-28,833,A,69,6.1NRT,299.36,26.76,D
53.27883,74.18112,304.27,1,1,2024-08-28,833,A,9,6.1NRT,289.81,2.74,D
54.26571,73.47659,305.49,1,1,2024-08-28,833,A,32,6.1NRT,292.61,3.98,D
54.00006,68.43439,308.39,1.32,1.14,2024-08-28,833,A,46,6.1NRT,294.82,8.25,D
54.26519,68.06035,304.39,1.34,1.15,2024-08-28,833,A,21,6.1NRT,292.49,4.52,D
59.76554,71.74655,303.96,1,1,2024-08-28,835,A,51,6.1NRT,291.7,4.04,D
59.76308,71.7294,312.22,1,1,2024-08-28,835,A,72,6.1NRT,290.19,9.53,D
59.87807,68.86513,303.51,1.03,1.01,2024-08-28,835,A,33,6.1NRT,290.61,3.63,D
60.96579,70.85624,304.41,1,1,2024-08-28,835,A,57,6.1NRT,293.21,4.09,D
60.75728,69.35143,309.52,1.01,1,2024-08-28,835,A,0,6.1NRT,291.93,7.06,D
61.29023,72.97507,317.18,1.06,1.03,2024-08-28,835,A,59,6.1NRT,286.65,16.71,D
66.05032,76.97984,300.81,1.56,1.23,2024-08-28,835,A,25,6.1NRT,287.72,8.77,D
66.35162,77.02809,307.44,1.58,1.24,2024-08-28,835,A,0,6.1NRT,286.37,17.93,D
66.20791,70.97923,304.42,1.12,1.05,2024-08-28,835,A,59,6.1NRT,292.08,5.85,D
67.7954,72.51186,305.24,1.28,1.12,2024-08-28,837,A,42,6.1NRT,284.61,7.56,D
67.80798,72.53451,338.99,1.28,1.12,2024-08-28,837,A,86,6.1NRT,289.49,56.82,D
67.81772,72.52784,328.52,1.28,1.12,2024-08-28,837,A,70,6.1NRT,285.92,35.05,D
67.81487,72.49849,368.2,1.28,1.12,2024-08-28,837,A,82,6.1NRT,291.9,155.76,D
3.46012,5.56987,311.54,4.68,1.98,2024-08-28,1002,T,49,6.1NRT,285.88,88.54,D
51.5547,11.52713,315.69,1.11,1.05,2024-08-28,949,T,51,6.1NRT,301.83,7.56,D
51.52763,11.51508,315.41,1.11,1.05,2024-08-28,949,T,63,6.1NRT,299.92,7.89,D
51.30508,11.96242,321.19,1.15,1.07,2024-08-28,949,T,62,6.1NRT,300.41,12.77,D
50.70832,12.50866,320.69,1.23,1.1,2024-08-28,949,T,74,6.1NRT,297.92,16.48,D
51.36348,6.71211,320.69,1.02,1.01,2024-08-28,949,T,66,6.1NRT,302.71,12.67,D
50.36777,11.7283,314.64,1.18,1.08,2024-08-28,949,T,54,6.1NRT,297,9.82,D
50.17283,11.43063,317.59,1.16,1.07,2024-08-28,949,T,72,6.1NRT,298,12.14,D
50.16031,11.30377,310.48,1.15,1.07,2024-08-28,949,T,51,6.1NRT,298.55,6.26,D
50.13031,11.47295,310.01,1.16,1.07,2024-08-28,949,T,37,6.1NRT,297.14,5.66,D
50.19272,10.89548,317,1.12,1.05,2024-08-28,949,T,71,6.1NRT,300.57,10.85,D
51.17175,3.82123,313.87,1.21,1.09,2024-08-28,949,T,47,6.1NRT,294.41,9.5,D
50.22432,10.5449,315.78,1.09,1.04,2024-08-28,949,T,23,6.1NRT,300.14,8.13,D
50.15538,10.5106,316.1,1.09,1.04,2024-08-28,949,T,54,6.1NRT,301.15,8.9,D
50.07792,10.58221,314.59,1.1,1.04,2024-08-28,949,T,38,6.1NRT,299.04,8.64,D
50.08155,9.94604,317.96,1.06,1.03,2024-08-28,949,T,72,6.1NRT,298.26,12.66,D
50.07919,9.96028,319,1.06,1.03,2024-08-28,949,T,73,6.1NRT,296.95,13.59,D
49.88173,10.74201,317.97,1.12,1.05,2024-08-28,949,T,73,6.1NRT,299.33,11.4,D
49.70068,9.92253,313.62,1.07,1.03,2024-08-28,949,T,64,6.1NRT,301.03,5.55,D
48.98791,12.65212,308.33,1.36,1.15,2024-08-28,949,T,53,6.1NRT,296.49,6,D
49.667,8.61677,313.18,1.01,1.01,2024-08-28,949,T,49,6.1NRT,300.47,5.83,D
49.24984,10.64578,310.59,1.13,1.06,2024-08-28,949,T,49,6.1NRT,299.51,6.18,D
49.14269,11.25317,311.07,1.19,1.08,2024-08-28,949,T,46,6.1NRT,298.05,7.18,D
48.2723,14.32725,314.7,1.68,1.28,2024-08-28,949,T,49,6.1NRT,299.74,13.45,D
48.43069,13.33297,308.5,1.5,1.21,2024-08-28,949,T,52,6.1NRT,296.3,7.98,D
48.84507,10.69719,310.17,1.15,1.07,2024-08-28,949,T,47,6.1NRT,297.82,6.35,D
49.34775,6.74047,321.18,1,1,2024-08-28,949,T,67,6.1NRT,302.4,12.12,D
48.58643,11.20294,315.11,1.21,1.09,2024-08-28,949,T,69,6.1NRT,295.4,13.15,D
49.24802,6.85561,314.19,1,1,2024-08-28,949,T,61,6.1NRT,303.42,7.54,D
48.08853,11.23757,304.26,1.24,1.11,2024-08-28,949,T,31,6.1NRT,292.93,4.71,D
48.25634,9.64311,313.88,1.09,1.04,2024-08-28,949,T,68,6.1NRT,298,9.65,D
48.07788,9.75921,309.14,1.1,1.05,2024-08-28,949,T,57,6.1NRT,295.64,6.16,D
47.77112,7.42159,315.49,1.01,1,2024-08-28,952,T,32,6.1NRT,303.41,7.85,D
47.17174,7.56791,311.61,1.01,1.01,2024-08-28,952,T,55,6.1NRT,298.6,5.94,D
47.71829,2.86576,310.38,1.19,1.09,2024-08-28,952,T,34,6.1NRT,300.04,5.53,D
47.13607,7.25277,315.18,1.01,1,2024-08-28,952,T,58,6.1NRT,297.53,8.67,D
45.86227,12.26766,317.77,1.54,1.22,2024-08-28,952,T,76,6.1NRT,298.56,16.86,D
45.85844,12.2865,313.25,1.54,1.22,2024-08-28,952,T,68,6.1NRT,297.93,9.05,D
45.90871,11.92703,314.41,1.47,1.2,2024-08-28,952,T,67,6.1NRT,295.71,15.25,D
45.86685,11.02186,314.4,1.34,1.15,2024-08-28,952,T,50,6.1NRT,298.87,12.58,D
46.13781,9.47656,317.54,1.15,1.07,2024-08-28,952,T,60,6.1NRT,298.45,14.4,D
46.13535,9.4906,319.76,1.15,1.07,2024-08-28,952,T,63,6.1NRT,296.3,16.93,D
45.39444,11.9399,309.75,1.52,1.22,2024-08-28,952,T,29,6.1NRT,285.94,5.91,D
45.84783,9.41399,311.84,1.16,1.07,2024-08-28,952,T,43,6.1NRT,297.11,9.38,D
45.45438,10.87412,317.42,1.35,1.15,2024-08-28,952,T,59,6.1NRT,300.38,9.1,D
45.415,10.97664,321.57,1.36,1.16,2024-08-28,952,T,73,6.1NRT,301.58,13.81,D
45.35359,11.29798,314.52,1.42,1.18,2024-08-28,952,T,55,6.1NRT,299.28,8.26,D
45.54791,10.20665,318.29,1.25,1.11,2024-08-28,952,T,64,6.1NRT,298.81,11.69,D
45.46046,10.45659,331.01,1.29,1.13,2024-08-28,952,T,83,6.1NRT,301.76,30.2,D
45.48978,10.06561,310.85,1.24,1.11,2024-08-28,952,T,36,6.1NRT,297.34,6.3,D
45.52966,9.62041,314.37,1.19,1.09,2024-08-28,952,T,52,6.1NRT,298.54,4.9,D
45.14556,9.94807,325.18,1.24,1.11,2024-08-28,952,T,78,6.1NRT,300.58,22.23,D
44.94084,10.7132,315.13,1.36,1.15,2024-08-28,952,T,60,6.1NRT,298.58,7.86,D
45.06979,9.45678,318.19,1.19,1.09,2024-08-28,952,T,66,6.1NRT,301.6,9.41,D
45.07299,9.13273,316.97,1.16,1.07,2024-08-28,952,T,68,6.1NRT,299.03,7.8,D
44.83195,10.35001,315.11,1.31,1.14,2024-08-28,952,T,33,6.1NRT,297.58,6.83,D
45.0384,9.10573,320.72,1.16,1.07,2024-08-28,952,T,74,6.1NRT,299.79,11.06,D
44.51977,11.53201,312.63,1.52,1.22,2024-08-28,952,T,55,6.1NRT,296.02,10.67,D
44.53092,11.41982,314.41,1.5,1.21,2024-08-28,952,T,60,6.1NRT,295.07,11.69,D
44.75613,10.1974,316.93,1.3,1.13,2024-08-28,952,T,67,6.1NRT,296.77,13.12,D
44.75322,10.21296,312.32,1.3,1.13,2024-08-28,952,T,53,6.1NRT,296.77,7.48,D
44.49987,11.40772,312.88,1.5,1.21,2024-08-28,952,T,56,6.1NRT,295.8,8.37,D
44.46826,11.42838,315.34,1.5,1.21,2024-08-28,952,T,66,6.1NRT,296.84,11.74,D
44.4929,11.24656,318.41,1.47,1.2,2024-08-28,952,T,71,6.1NRT,296.48,17.66,D
44.48944,11.26421,312.7,1.47,1.2,2024-08-28,952,T,37,6.1NRT,296.3,9.27,D
45.11371,7.72603,322.29,1.05,1.03,2024-08-28,952,T,76,6.1NRT,302.37,11.82,D
44.62006,8.61629,316.61,1.13,1.06,2024-08-28,952,T,73,6.1NRT,296.57,11.37,D
44.61774,8.62985,311.9,1.13,1.06,2024-08-28,952,T,48,6.1NRT,295.67,6.98,D
44.63835,7.665,311.99,1.06,1.03,2024-08-28,952,T,56,6.1NRT,297.49,6.03,D
43.84854,11.11028,322.54,1.5,1.21,2024-08-28,952,T,77,6.1NRT,300.17,17.53,D
43.4427,4.89981,322.82,1,1,2024-08-28,952,T,55,6.1NRT,303.71,9.67,D
36.82804,9.81829,332.96,1.85,1.33,2024-08-28,954,T,85,6.1NRT,304.25,46.27,D
36.83266,9.81321,325.29,1.85,1.33,2024-08-28,954,T,78,6.1NRT,305.33,23.11,D
36.82874,9.83296,326.78,1.85,1.33,2024-08-28,954,T,80,6.1NRT,302.5,27.99,D
36.74331,6.25637,326.02,1.18,1.08,2024-08-28,954,T,75,6.1NRT,305.72,15.37,D
57.5043,15.01842,303.22,1.11,1.05,2024-08-28,949,T,48,6.1NRT,292.74,4.51,D
54.26189,12.69376,312,1.09,1.04,2024-08-28,949,T,43,6.1NRT,300.35,5.9,D
54.18312,13.14551,313.06,1.12,1.06,2024-08-28,949,T,45,6.1NRT,299.81,6.91,D
53.9189,13.23061,312.26,1.14,1.06,2024-08-28,949,T,46,6.1NRT,297.67,6.32,D
53.82146,13.35434,313.01,1.15,1.07,2024-08-28,949,T,57,6.1NRT,298.86,6.23,D
53.81844,13.37101,311.98,1.16,1.07,2024-08-28,949,T,49,6.1NRT,299.16,5.15,D
53.79616,12.48306,311.02,1.1,1.04,2024-08-28,949,T,37,6.1NRT,298.97,4.88,D
53.2444,15.16236,319.4,1.37,1.16,2024-08-28,949,T,73,6.1NRT,298.01,18.17,D
53.40305,12.45515,315.83,1.11,1.05,2024-08-28,949,T,45,6.1NRT,299.53,9.01,D
53.41486,12.23317,320.48,1.09,1.04,2024-08-28,949,T,54,6.1NRT,302.71,13.18,D
53.19986,12.53389,314.16,1.12,1.05,2024-08-28,949,T,48,6.1NRT,299.08,8.19,D
53.51852,9.90637,310.6,1,1,2024-08-28,949,T,33,6.1NRT,297.8,6.22,D
52.9977,12.17914,314.9,1.1,1.05,2024-08-28,949,T,62,6.1NRT,301.91,8.02,D
53.13728,8.68702,313.86,1,1,2024-08-28,949,T,52,6.1NRT,303.62,8.58,D
52.18208,12.14749,314.9,1.13,1.06,2024-08-28,949,T,59,6.1NRT,300.83,7.76,D
51.77391,14.17021,309.14,1.35,1.15,2024-08-28,949,T,50,6.1NRT,296.86,7.2,D
51.99546,12.13388,314.92,1.14,1.06,2024-08-28,949,T,33,6.1NRT,302.28,6.06,D
52.17343,10.41028,322.01,1.04,1.02,2024-08-28,949,T,72,6.1NRT,300.32,13.03,D
52.17109,10.42477,318.13,1.04,1.02,2024-08-28,949,T,54,6.1NRT,301.36,8.97,D
52.1559,10.40286,334.1,1.04,1.02,2024-08-28,949,T,86,6.1NRT,302.76,27.56,D
51.60336,12.32416,309.91,1.17,1.08,2024-08-28,949,T,27,6.1NRT,296.7,6.54,D
51.6806,11.49698,319.12,1.1,1.05,2024-08-28,949,T,71,6.1NRT,303.41,10.52,D
51.67794,11.51231,316.71,1.11,1.05,2024-08-28,949,T,62,6.1NRT,304.48,8.61,D
25.13017,63.84218,310.75,1.51,1.21,2024-08-28,1002,A,43,6.1NRT,298.66,11.36,D
25.53824,53.14724,321.21,1.87,1.34,2024-08-28,1004,A,74,6.1NRT,304.41,27.55,D
28.7488,53.80806,331.25,1.46,1.19,2024-08-28,1004,A,32,6.1NRT,318.01,11.93,D
28.49795,49.70151,328.84,2.8,1.6,2024-08-28,1004,A,82,6.1NRT,301.67,91.95,D
28.50749,49.72319,315.35,2.79,1.6,2024-08-28,1004,A,63,6.1NRT,301.33,29.48,D
28.50156,49.69593,324.26,2.8,1.6,2024-08-28,1004,A,77,6.1NRT,301.58,68.18,D
30.00366,55.8502,331.2,1.1,1.05,2024-08-28,1004,A,52,6.1NRT,318.21,13.71,D
30.24152,51.58678,343.68,1.9,1.35,2024-08-28,1004,A,57,6.1NRT,316.46,75.94,D
29.94321,49.6746,313.06,2.6,1.55,2024-08-28,1004,A,57,6.1NRT,302.69,17.77,D
30.48727,50.48664,336.31,2.22,1.44,2024-08-28,1004,A,64,6.1NRT,321.54,30.72,D
36.40987,-118.75082,328.37,1,1,2024-08-28,1034,A,100,6.1NRT,292.71,26.05,N
36.40229,-118.77059,309.89,1,1,2024-08-28,1034,A,79,6.1NRT,290.19,9.62,N
36.40068,-118.75976,308.61,1,1,2024-08-28,1034,A,75,6.1NRT,291.75,9.03,N
