latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-18.79916,-41.26456,320.2,1.85,1.33,2024-08-27,18,T,100,6.1NRT,289.72,46.11,N
-18.8011,-41.28184,315.66,1.86,1.33,2024-08-27,18,T,92,6.1NRT,289.32,36.09,N
-18.08996,-42.12473,302.44,2.1,1.41,2024-08-27,18,T,49,6.1NRT,291.33,12.04,N
-18.08659,-42.11109,301.54,2.09,1.41,2024-08-27,18,T,42,6.1NRT,291.08,11.79,N
-17.38496,-41.65461,301.89,1.89,1.34,2024-08-27,18,T,45,6.1NRT,287.81,16.18,N
-17.47253,-44.74601,304.75,3.28,1.71,2024-08-27,18,T,61,6.1NRT,289.4,36.98,N
-17.46003,-44.75235,302.61,3.28,1.71,2024-08-27,18,T,50,6.1NRT,289.33,30.1,N
-16.71304,-43.34549,304.25,2.5,1.52,2024-08-27,18,T,59,6.1NRT,287.32,27.04,N
-15.36881,-40.91317,303.25,1.56,1.23,2024-08-27,18,T,54,6.1NRT,290.13,11.37,N
-15.37063,-40.92817,301.73,1.57,1.23,2024-08-27,18,T,44,6.1NRT,290.51,9.79,N
-13.27819,-41.48046,305.15,1.6,1.25,2024-08-27,18,T,63,6.1NRT,285.82,16.85,N
-13.2799,-41.49488,315.77,1.61,1.25,2024-08-27,18,T,92,6.1NRT,286.45,32.28,N
-13.27752,-41.48625,319.94,1.6,1.25,2024-08-27,18,T,99,6.1NRT,286.56,40.51,N
-13.27932,-41.50059,300.96,1.61,1.25,2024-08-27,18,T,36,6.1NRT,286.02,12.89,N
-13.01996,-44.45718,322.76,2.7,1.57,2024-08-27,18,T,100,6.1NRT,290.48,89.8,N
-13.02267,-44.48155,324.72,2.71,1.58,2024-08-27,18,T,100,6.1NRT,291.32,99.06,N
-13.00868,-44.48343,310.59,2.71,1.58,2024-08-27,18,T,80,6.1NRT,291.06,45.31,N
-13.01494,-44.46417,328.9,2.7,1.57,2024-08-27,18,T,100,6.1NRT,291.42,119.98,N
-13.01785,-44.48883,315.71,2.71,1.58,2024-08-27,18,T,92,6.1NRT,291.35,61.92,N
-11.34988,-42.07552,312.3,1.66,1.27,2024-08-27,20,T,85,6.1NRT,292.91,23.27,N
-11.35077,-42.08118,306.79,1.66,1.27,2024-08-27,20,T,69,6.1NRT,292.79,15.07,N
-11.82437,-47.09925,302.67,4.19,1.9,2024-08-27,20,T,51,6.1NRT,291.34,36.07,N
-11.43172,-47.36407,304.96,4.34,1.92,2024-08-27,20,T,62,6.1NRT,293.08,45.23,N
-10.72405,-45.56977,312.78,3.06,1.66,2024-08-27,20,T,86,6.1NRT,291.07,63.69,N
-10.83352,-47.27443,309.09,4.19,1.9,2024-08-27,20,T,76,6.1NRT,290.85,69.77,N
-10.84581,-47.27832,304.19,4.19,1.9,2024-08-27,20,T,59,6.1NRT,289.64,46.59,N
-10.29229,-43.39356,307.38,2.02,1.39,2024-08-27,20,T,71,6.1NRT,293.24,20.11,N
-10.51279,-46.22851,303.72,3.43,1.74,2024-08-27,20,T,57,6.1NRT,291.65,33.82,N
-10.03929,-43.76646,305.99,2.15,1.42,2024-08-27,20,T,66,6.1NRT,295.37,16.65,N
-8.81807,-42.50576,304.29,1.64,1.26,2024-08-27,20,T,55,6.1NRT,293.6,9.14,N
-9.15235,-45.9754,349.64,3.13,1.68,2024-08-27,20,T,100,6.1NRT,294.51,318.18,N
-9.15547,-46.0027,308.3,3.14,1.68,2024-08-27,20,T,74,6.1NRT,293.27,37.97,N
-9.1496,-45.95482,309.67,3.11,1.67,2024-08-27,20,T,78,6.1NRT,292.78,45.14,N
-9.1529,-45.98196,344.86,3.13,1.68,2024-08-27,20,T,100,6.1NRT,294.64,270.62,N
-7.2025,-34.95621,311.93,1.29,1.13,2024-08-27,20,T,84,6.1NRT,292.41,15.7,N
-8.17762,-42.42934,305.82,1.58,1.24,2024-08-27,20,T,65,6.1NRT,295.19,10.83,N
-8.31309,-44.67627,308,2.39,1.49,2024-08-27,20,T,73,6.1NRT,292.35,27.14,N
-7.2579,-39.91505,318.15,1.09,1.04,2024-08-27,20,T,96,6.1NRT,289.76,19.78,N
-7.42626,-42.38,317.67,1.53,1.22,2024-08-27,20,T,95,6.1NRT,296.98,26.49,N
-7.81833,-46.46241,304.61,3.26,1.71,2024-08-27,20,T,61,6.1NRT,293.18,29.6,N
-7.82197,-46.49228,309.51,3.28,1.71,2024-08-27,20,T,78,6.1NRT,293.66,48.03,N
-7.29979,-44.81076,306.51,2.36,1.48,2024-08-27,20,T,60,6.1NRT,295,16.75,N
-7.28661,-44.81224,326.86,2.36,1.48,2024-08-27,20,T,100,6.1NRT,295.17,79.09,N
-7.28693,-44.79608,309.21,2.35,1.48,2024-08-27,20,T,76,6.1NRT,295.38,25.43,N
-7.28968,-44.81723,323.54,2.36,1.48,2024-08-27,20,T,100,6.1NRT,295.32,68.59,N
-7.45092,-46.68191,304.95,3.35,1.73,2024-08-27,20,T,62,6.1NRT,292.84,30.93,N
-6.89391,-42.43284,308.63,1.52,1.22,2024-08-27,20,T,22,6.1NRT,298.29,9.55,N
-7.454,-46.68816,308.98,3.35,1.73,2024-08-27,20,T,76,6.1NRT,292.78,46.4,N
-6.88314,-42.43435,307.69,1.52,1.22,2024-08-27,20,T,31,6.1NRT,297.33,9.04,N
-7.20688,-45.81298,314.5,2.83,1.61,2024-08-27,20,T,89,6.1NRT,293.53,55.64,N
-7.21005,-45.83807,307.36,2.84,1.61,2024-08-27,20,T,71,6.1NRT,293.15,32.37,N
-7.19262,-45.81458,318.76,2.83,1.61,2024-08-27,20,T,97,6.1NRT,293.55,68.8,N
-7.19573,-45.83945,315.79,2.84,1.61,2024-08-27,20,T,92,6.1NRT,293.79,57.52,N
-7.17834,-45.81611,341.7,2.83,1.61,2024-08-27,20,T,100,6.1NRT,294.87,203.83,N
-7.18134,-45.8403,314.11,2.84,1.61,2024-08-27,20,T,88,6.1NRT,293.94,50.73,N
-7.17487,-45.82285,335.5,2.83,1.61,2024-08-27,20,T,100,6.1NRT,295.06,161.26,N
-5.68909,-35.24101,304.04,1.3,1.13,2024-08-27,20,T,57,6.1NRT,294.01,5.8,N
-6.85731,-44.28994,309.55,2.11,1.41,2024-08-27,20,T,77,6.1NRT,295.89,21,N
-6.85961,-44.30843,308.89,2.12,1.41,2024-08-27,20,T,75,6.1NRT,295.37,19.64,N
-6.85587,-44.29568,310.23,2.11,1.41,2024-08-27,20,T,79,6.1NRT,295.81,22.98,N
-6.68262,-43.9585,312.03,1.97,1.37,2024-08-27,20,T,84,6.1NRT,295.17,24.67,N
-6.67048,-43.96004,306.43,1.97,1.37,2024-08-27,20,T,67,6.1NRT,294.44,15.09,N
-6.60047,-44.63823,307.83,2.23,1.45,2024-08-27,20,T,73,6.1NRT,295.08,21.64,N
-6.17194,-42.48978,307.19,1.5,1.21,2024-08-27,20,T,70,6.1NRT,294.59,9.93,N
-6.17367,-42.50321,317.38,1.5,1.21,2024-08-27,20,T,95,6.1NRT,295.04,24.62,N
-6.35783,-43.9484,307.57,1.95,1.36,2024-08-27,20,T,72,6.1NRT,292.74,18.35,N
-6.16822,-42.49649,321.82,1.5,1.21,2024-08-27,20,T,100,6.1NRT,295.42,32.39,N
-5.55331,-38.10691,309.7,1,1,2024-08-27,20,T,75,6.1NRT,295.47,7.88,N
-6.19165,-43.43202,331.82,1.76,1.3,2024-08-27,20,T,100,6.1NRT,297.02,68.15,N
-6.19381,-43.4481,327.31,1.77,1.3,2024-08-27,20,T,100,6.1NRT,295.63,55.49,N
-5.72877,-46.02942,304.01,2.79,1.6,2024-08-27,20,T,58,6.1NRT,292.45,21.24,N
-5.59023,-45.19545,303.02,2.38,1.49,2024-08-27,20,T,53,6.1NRT,292.63,16.2,N
-5.21835,-43.18274,358.62,1.63,1.26,2024-08-27,20,T,100,6.1NRT,298.55,167.59,N
-5.22028,-43.19714,319.78,1.63,1.26,2024-08-27,20,T,99,6.1NRT,294.8,34.35,N
-4.86916,-42.96303,362.18,1.55,1.23,2024-08-27,20,T,100,6.1NRT,296.95,172.75,N
-4.87097,-42.97683,306.39,1.55,1.23,2024-08-27,20,T,68,6.1NRT,294.44,10.5,N
-4.86503,-42.9554,335.62,1.55,1.23,2024-08-27,20,T,100,6.1NRT,295.83,66.05,N
-4.86692,-42.96903,338.67,1.55,1.23,2024-08-27,20,T,100,6.1NRT,296.03,75.33,N
-3.90551,-41.55873,306.95,1.21,1.1,2024-08-27,20,T,64,6.1NRT,296.15,5.86,N
-4.58325,-47.97906,302.6,3.85,1.83,2024-08-27,20,T,22,6.1NRT,289.86,32.24,N
-4.58743,-48.01268,348.35,3.87,1.83,2024-08-27,20,T,100,6.1NRT,291.57,414.99,N
-4.57547,-47.98479,316.25,3.85,1.83,2024-08-27,20,T,93,6.1NRT,290.82,97.03,N
-4.57989,-48.01862,344.96,3.87,1.83,2024-08-27,20,T,100,6.1NRT,291.72,365.83,N
-4.27349,-48.01037,300.11,3.82,1.83,2024-08-27,20,T,9,6.1NRT,288.84,24.85,N
-4.13113,-47.73547,322.23,3.62,1.78,2024-08-27,20,T,100,6.1NRT,291.53,121.34,N
-4.1352,-47.76715,304.35,3.64,1.79,2024-08-27,20,T,59,6.1NRT,291.53,30.05,N
-3.9473,-46.42521,311.14,2.82,1.6,2024-08-27,20,T,81,6.1NRT,293.63,38.27,N
-3.46965,-42.86702,313.36,1.46,1.19,2024-08-27,20,T,86,6.1NRT,294.58,16.61,N
-3.47358,-42.85976,304.66,1.45,1.19,2024-08-27,20,T,55,6.1NRT,294.55,6.75,N
-4.13722,-47.74122,323.75,3.62,1.78,2024-08-27,20,T,100,6.1NRT,291.66,131.93,N
-3.94037,-46.40841,305.46,2.8,1.6,2024-08-27,20,T,63,6.1NRT,293.12,21.46,N
-3.94359,-46.43205,308.47,2.82,1.6,2024-08-27,20,T,74,6.1NRT,293.37,30.63,N
-2.84682,-40.35931,309.69,1.05,1.02,2024-08-27,20,T,76,6.1NRT,294.04,8.19,N
-3.64789,-48.34187,302.56,3.97,1.85,2024-08-27,20,T,50,6.1NRT,290.42,25.15,N
-3.65316,-48.31288,302.09,3.95,1.85,2024-08-27,20,T,47,6.1NRT,290.31,23.79,N
-16.67834,126.39387,328.17,1.1,1.05,2024-08-27,115,T,47,6.1NRT,310.34,14.25,D
-16.69415,126.37106,340.83,1.1,1.04,2024-08-27,115,T,88,6.1NRT,309.03,34.44,D
-16.71505,126.31686,325.02,1.09,1.04,2024-08-27,115,T,49,6.1NRT,306.3,11.19,D
-16.71643,126.32695,344,1.09,1.04,2024-08-27,115,T,91,6.1NRT,308.1,42.59,D
-16.71782,126.33704,342.41,1.09,1.04,2024-08-27,115,T,89,6.1NRT,308.5,38.57,D
-16.97212,123.2219,348.59,1.04,1.02,2024-08-27,115,T,85,6.1NRT,307.51,48.12,D
-16.98113,123.22047,331.06,1.04,1.02,2024-08-27,115,T,69,6.1NRT,308.73,16.13,D
-16.98256,123.22999,331.28,1.04,1.02,2024-08-27,115,T,55,6.1NRT,307.17,17.63,D
-16.94821,122.64276,325.05,1.08,1.04,2024-08-27,115,T,60,6.1NRT,306.56,12.78,D
-17.04775,123.23314,324.31,1.03,1.02,2024-08-27,115,T,36,6.1NRT,308.05,8.46,D
-17.06104,123.26018,338.74,1.03,1.02,2024-08-27,115,T,86,6.1NRT,308.62,29.01,D
-16.99423,122.5125,340.44,1.09,1.04,2024-08-27,115,T,88,6.1NRT,308.37,35.6,D
-16.99576,122.52254,337.69,1.09,1.04,2024-08-27,115,T,85,6.1NRT,308.76,30.54,D
-17.39018,124.30106,333.39,1,1,2024-08-27,115,T,80,6.1NRT,310.38,19.62,D
-17.39904,124.2997,332.44,1,1,2024-08-27,115,T,79,6.1NRT,308.84,17.72,D
-17.40038,124.30892,334.93,1,1,2024-08-27,115,T,82,6.1NRT,311.4,21.29,D
-17.87009,125.89256,320.14,1.08,1.04,2024-08-27,115,T,45,6.1NRT,307.91,7.51,D
-19.04493,134.12448,328.5,4.14,1.88,2024-08-27,115,T,80,6.1NRT,301.01,157.82,D
-19.06168,134.12277,326.57,4.14,1.88,2024-08-27,115,T,78,6.1NRT,299.64,142.95,D
-19.06521,134.16121,320.32,4.17,1.89,2024-08-27,115,T,69,6.1NRT,300.28,89.4,D
-19.05002,134.11897,330.42,4.14,1.88,2024-08-27,115,T,82,6.1NRT,300.95,172.73,D
-19.06677,134.1172,315.55,4.14,1.88,2024-08-27,115,T,53,6.1NRT,299.05,57.04,D
-19.07005,134.15549,323.41,4.17,1.89,2024-08-27,115,T,74,6.1NRT,300.07,113.69,D
-17.7237,122.28397,320.62,1.1,1.04,2024-08-27,115,T,52,6.1NRT,308.44,7.78,D
-17.73295,122.28243,329.15,1.1,1.04,2024-08-27,115,T,75,6.1NRT,309.13,18.21,D
-18.09021,124.36718,324.35,1,1,2024-08-27,115,T,61,6.1NRT,307.74,11.13,D
-19.35918,133.62297,315.75,3.82,1.83,2024-08-27,115,T,15,6.1NRT,303,36.41,D
-19.37542,133.62151,317.16,3.82,1.83,2024-08-27,115,T,58,6.1NRT,303.26,48.22,D
-19.36701,133.61728,319.85,3.82,1.83,2024-08-27,115,T,68,6.1NRT,303.17,66.94,D
-19.37007,133.65289,314.77,3.85,1.83,2024-08-27,115,T,33,6.1NRT,302.33,34.07,D
-19.64552,134.22987,361.86,4.28,1.91,2024-08-27,115,T,100,6.1NRT,301.33,696.78,D
-19.64923,134.27031,336.69,4.31,1.92,2024-08-27,115,T,87,6.1NRT,301.33,262.09,D
-19.64928,134.2242,352.8,4.28,1.91,2024-08-27,115,T,96,6.1NRT,300.31,509.22,D
-19.65274,134.26468,342.61,4.31,1.92,2024-08-27,115,T,91,6.1NRT,301.57,343.48,D
-22.01463,120.72686,320.48,1.16,1.07,2024-08-27,117,T,68,6.1NRT,304.29,12.85,D
-22.0164,120.73785,320.54,1.15,1.07,2024-08-27,117,T,69,6.1NRT,304.29,12.66,D
-22.19342,120.74926,319.44,1.15,1.07,2024-08-27,117,T,67,6.1NRT,305,10.67,D
-22.19517,120.76008,317.2,1.15,1.07,2024-08-27,117,T,62,6.1NRT,306.06,8.18,D
-8.01399,25.89933,304.82,1.28,1.12,2024-08-27,16,A,62,6.1NRT,286.45,9.99,N
-8.01714,25.52947,312.24,1.35,1.15,2024-08-27,16,A,84,6.1NRT,290.18,19.08,N
-8.11623,25.43415,309.71,1.37,1.16,2024-08-27,16,A,78,6.1NRT,289.4,15.64,N
-7.903,23.99992,306.92,1.75,1.3,2024-08-27,16,A,70,6.1NRT,284.89,21.79,N
-7.91065,23.99178,317.54,1.75,1.3,2024-08-27,16,A,95,6.1NRT,285.5,39.65,N
-7.91319,24.0072,312.63,1.75,1.3,2024-08-27,16,A,85,6.1NRT,285.91,30.18,N
-8.22125,25.7846,305.03,1.29,1.13,2024-08-27,16,A,63,6.1NRT,285.99,12.25,N
-8.96533,30.25614,305.51,1.06,1.03,2024-08-27,16,A,65,6.1NRT,288.75,8.49,N
-8.96669,30.26556,300.19,1.06,1.03,2024-08-27,16,A,15,6.1NRT,286.85,5.42,N
-8.97441,30.25482,303.44,1.06,1.03,2024-08-27,16,A,28,6.1NRT,288.06,6.75,N
-8.97578,30.26424,317.67,1.06,1.03,2024-08-27,16,A,95,6.1NRT,288.47,18.24,N
-8.303,25.64785,318.33,1.32,1.14,2024-08-27,16,A,97,6.1NRT,289.21,24.81,N
-8.30493,25.66017,304.31,1.31,1.14,2024-08-27,16,A,59,6.1NRT,291.39,9.13,N
-7.9979,23.66304,304.24,1.85,1.33,2024-08-27,16,A,58,6.1NRT,285.86,17.36,N
-8.00048,23.67907,305.53,1.85,1.33,2024-08-27,16,A,64,6.1NRT,285.66,19.12,N
-8.00961,23.66095,301.11,1.85,1.33,2024-08-27,16,A,12,6.1NRT,285.43,12.58,N
-8.01221,23.67713,301.31,1.85,1.33,2024-08-27,16,A,16,6.1NRT,284.75,12.85,N
-7.9257,22.81487,321.98,2.16,1.43,2024-08-27,16,A,100,6.1NRT,288.06,63.74,N
-7.92888,22.83414,312.25,2.15,1.43,2024-08-27,16,A,82,6.1NRT,288.03,36.77,N
-7.93826,22.81261,309.88,2.16,1.43,2024-08-27,16,A,79,6.1NRT,286.47,34.39,N
-7.94145,22.83206,306.43,2.15,1.43,2024-08-27,16,A,68,6.1NRT,288.34,26.63,N
-8.21812,24.1736,300.42,1.68,1.27,2024-08-27,16,A,25,6.1NRT,288.39,11.06,N
-8.22932,24.1716,300.17,1.68,1.27,2024-08-27,16,A,17,6.1NRT,287.91,10.52,N
-8.27124,24.07259,314.33,1.7,1.28,2024-08-27,16,A,89,6.1NRT,286.82,33.06,N
-8.26858,24.06609,307.11,1.7,1.28,2024-08-27,16,A,70,6.1NRT,286.75,21.3,N
-8.27108,24.08111,303.86,1.7,1.28,2024-08-27,16,A,57,6.1NRT,286.18,16.82,N
-8.10261,22.61307,308.57,2.23,1.45,2024-08-27,16,A,75,6.1NRT,285.21,35.21,N
-8.10579,22.63245,310.76,2.22,1.44,2024-08-27,16,A,81,6.1NRT,285.68,39.86,N
-8.8687,27.15046,301.25,1.08,1.04,2024-08-27,16,A,39,6.1NRT,284.09,7.54,N
-8.38524,23.8528,309.4,1.76,1.3,2024-08-27,16,A,77,6.1NRT,286.48,24.43,N
-8.39176,23.82006,306.19,1.77,1.3,2024-08-27,16,A,67,6.1NRT,287.97,18.86,N
-8.39423,23.83539,311.28,1.77,1.3,2024-08-27,16,A,82,6.1NRT,287.51,26.84,N
-7.9768,20.92745,310.43,3.05,1.66,2024-08-27,16,A,80,6.1NRT,289.68,58.77,N
-8.54815,24.00813,301.8,1.7,1.28,2024-08-27,16,A,32,6.1NRT,287.55,12.2,N
-8.61855,24.08369,334.94,1.68,1.27,2024-08-27,16,A,100,6.1NRT,291.89,77.84,N
-8.62102,24.09905,303.85,1.67,1.27,2024-08-27,16,A,35,6.1NRT,290.34,13.68,N
-8.62977,24.0818,315.34,1.68,1.27,2024-08-27,16,A,91,6.1NRT,289.55,30.35,N
-9.23202,27.65264,308.58,1.04,1.02,2024-08-27,16,A,75,6.1NRT,284.89,12.33,N
-9.27804,27.46792,303.06,1.05,1.02,2024-08-27,16,A,53,6.1NRT,290.85,6.99,N
-9.20154,26.85499,304.6,1.1,1.05,2024-08-27,16,A,61,6.1NRT,289.6,8.11,N
-8.80674,23.96321,304.07,1.7,1.28,2024-08-27,16,A,58,6.1NRT,286.16,17.4,N
-8.80424,23.95687,304.16,1.7,1.28,2024-08-27,16,A,51,6.1NRT,286.05,16.33,N
-8.65643,22.46288,302.6,2.23,1.45,2024-08-27,16,A,50,6.1NRT,286.86,21.01,N
-8.64669,22.32154,303.11,2.29,1.47,2024-08-27,16,A,53,6.1NRT,286.6,22.66,N
-8.64595,22.31641,302.13,2.29,1.47,2024-08-27,16,A,47,6.1NRT,286.61,22.27,N
-9.50224,27.36343,311.75,1.05,1.02,2024-08-27,16,A,83,6.1NRT,289.22,12.98,N
-9.50368,27.37283,300.12,1.05,1.02,2024-08-27,16,A,18,6.1NRT,289.42,5.07,N
-9.95471,29.71077,304.58,1.03,1.02,2024-08-27,16,A,61,6.1NRT,284.38,9.64,N
-10.03757,27.4826,305.28,1.04,1.02,2024-08-27,16,A,64,6.1NRT,289.49,7.4,N
-9.3931,22.84982,344.18,2.02,1.38,2024-08-27,16,A,100,6.1NRT,288.18,147.7,N
-9.39607,22.8675,303.45,2.01,1.38,2024-08-27,16,A,55,6.1NRT,285.23,20.13,N
-9.5028,23.50659,305.76,1.79,1.31,2024-08-27,16,A,66,6.1NRT,286.84,20.42,N
-9.65387,24.35608,309.83,1.54,1.22,2024-08-27,16,A,78,6.1NRT,285.39,22.76,N
-9.44143,22.91475,300.9,1.99,1.38,2024-08-27,16,A,34,6.1NRT,285.61,15.24,N
-10.19319,27.47959,307.37,1.03,1.02,2024-08-27,16,A,71,6.1NRT,290.32,8.29,N
-10.97826,30.47922,317.28,1.12,1.05,2024-08-27,16,A,95,6.1NRT,284.71,20.38,N
-10.97969,30.48924,324.84,1.12,1.06,2024-08-27,16,A,100,6.1NRT,285.95,29.17,N
-10.99048,30.49799,306.22,1.12,1.06,2024-08-27,16,A,64,6.1NRT,283.08,10.93,N
-10.99193,30.50808,314.3,1.12,1.06,2024-08-27,16,A,89,6.1NRT,283.67,17.98,N
-10.52885,26.65066,312.77,1.1,1.04,2024-08-27,16,A,86,6.1NRT,283.71,15.89,N
-10.67194,26.5654,303.64,1.1,1.05,2024-08-27,16,A,56,6.1NRT,286.88,9.05,N
-10.92939,27.88597,310.47,1.01,1,2024-08-27,16,A,80,6.1NRT,283.15,12.7,N
-11.03083,27.52137,303.58,1.02,1.01,2024-08-27,16,A,56,6.1NRT,284.44,8.43,N
-11.3161,29.3091,309.46,1.03,1.01,2024-08-27,16,A,77,6.1NRT,284.83,12.65,N
-11.23209,27.93237,307.06,1,1,2024-08-27,16,A,53,6.1NRT,283.67,9.63,N
-11.23824,27.91302,305.42,1.01,1,2024-08-27,16,A,21,6.1NRT,284.11,8.46,N
-11.2396,27.92202,317.56,1,1,2024-08-27,16,A,86,6.1NRT,286.09,17.44,N
-11.24096,27.93103,330.7,1,1,2024-08-27,16,A,100,6.1NRT,287.14,31.73,N
-11.79046,28.52361,300.55,1,1,2024-08-27,16,A,30,6.1NRT,285.53,6.51,N
-12.22987,29.06526,307.13,1.02,1.01,2024-08-27,16,A,70,6.1NRT,283.33,10.44,N
-12.23883,29.06393,306.3,1.02,1.01,2024-08-27,16,A,68,6.1NRT,284.07,10.05,N
-12.24018,29.07316,301.3,1.02,1.01,2024-08-27,16,A,29,6.1NRT,282.89,6.89,N
-12.07593,26.39496,313.14,1.09,1.04,2024-08-27,16,A,86,6.1NRT,286.48,16.78,N
-12.07747,26.40475,311.98,1.08,1.04,2024-08-27,16,A,84,6.1NRT,288,15.44,N
-17.01438,29.55755,302.2,1.17,1.07,2024-08-27,18,A,47,6.1NRT,286.18,9.18,N
-17.00274,28.36058,302.89,1.04,1.02,2024-08-27,18,A,52,6.1NRT,292.27,6.5,N
-18.36851,26.48203,309.42,1,1,2024-08-27,18,A,77,6.1NRT,291.1,10.73,N
-18.37318,26.45269,300.39,1,1,2024-08-27,18,A,27,6.1NRT,289.84,5.33,N
-18.43345,26.49056,306.62,1,1,2024-08-27,18,A,69,6.1NRT,292.42,8.57,N
-23.13342,23.9863,306.3,1.06,1.03,2024-08-27,20,A,68,6.1NRT,284.05,11.2,N
-23.14084,23.97922,310.95,1.06,1.03,2024-08-27,20,A,81,6.1NRT,283.54,14.7,N
-23.14249,23.98939,328.78,1.06,1.03,2024-08-27,20,A,100,6.1NRT,285.74,33.51,N
-26.2322,30.52758,307.24,1.77,1.3,2024-08-27,20,A,71,6.1NRT,285.27,22.31,N
-26.22892,30.52264,301.74,1.77,1.3,2024-08-27,20,A,44,6.1NRT,284.79,15.84,N
-26.54388,29.15326,328.88,1.45,1.19,2024-08-27,20,A,100,6.1NRT,282.93,54.18,N
-26.54554,29.16758,318.75,1.45,1.19,2024-08-27,20,A,97,6.1NRT,282.32,36.1,N
-27.55378,29.92936,309.19,1.68,1.27,2024-08-27,20,A,77,6.1NRT,281.53,26.18,N
-27.55557,29.94588,308.15,1.68,1.27,2024-08-27,20,A,74,6.1NRT,281.46,24.85,N
-27.83805,31.06512,304.78,2.02,1.39,2024-08-27,20,A,62,6.1NRT,287.87,22.3,N
-27.83967,31.05681,310.36,2.02,1.39,2024-08-27,20,A,80,6.1NRT,289.12,33.21,N
-28.42359,30.70505,305.64,1.95,1.36,2024-08-27,20,A,65,6.1NRT,287.21,24.16,N
-28.42801,30.69835,304.56,1.95,1.36,2024-08-27,20,A,61,6.1NRT,286.46,22.76,N
-28.42993,30.71803,306.28,1.95,1.36,2024-08-27,20,A,67,6.1NRT,287.36,26.06,N
-28.30145,28.78498,302.72,1.45,1.19,2024-08-27,20,A,51,6.1NRT,277.1,16.56,N
-28.48671,30.43566,302.89,1.87,1.34,2024-08-27,20,A,52,6.1NRT,285.86,18.64,N
-28.63136,30.95727,317.23,2.04,1.39,2024-08-27,20,A,95,6.1NRT,292.43,45.32,N
-28.63395,30.95173,316.3,2.04,1.39,2024-08-27,20,A,93,6.1NRT,291.56,43.35,N
-28.4751,27.87465,301.16,1.29,1.13,2024-08-27,20,A,37,6.1NRT,270.74,13.4,N
-28.63106,28.66397,306.48,1.44,1.19,2024-08-27,20,A,68,6.1NRT,281.06,19.01,N
-28.65721,28.03395,303.25,1.32,1.14,2024-08-27,20,A,40,6.1NRT,277.54,13.67,N
-28.66723,28.03144,316.97,1.32,1.14,2024-08-27,20,A,38,6.1NRT,280.7,26.73,N
-28.67733,28.03821,308.34,1.32,1.14,2024-08-27,20,A,74,6.1NRT,278.76,18.33,N
-29.21658,30.17107,326.24,1.83,1.33,2024-08-27,20,A,100,6.1NRT,280.74,69.72,N
-29.69841,29.96766,307.13,1.8,1.32,2024-08-27,20,A,70,6.1NRT,280.13,25.7,N
-29.70452,29.95916,318.54,1.8,1.32,2024-08-27,20,A,97,6.1NRT,281.89,44.65,N
-29.6337,29.05182,303.02,1.57,1.23,2024-08-27,20,A,53,6.1NRT,273.79,20.01,N
-29.92394,27.83503,306.08,1.33,1.14,2024-08-27,20,A,67,6.1NRT,278.97,16.23,N
-30.87988,28.89245,323.15,1.59,1.24,2024-08-27,20,A,100,6.1NRT,286.91,44.91,N
-30.87944,28.88467,306.69,1.59,1.24,2024-08-27,20,A,69,6.1NRT,284.19,18.64,N
-30.88128,28.90224,318.73,1.59,1.24,2024-08-27,20,A,97,6.1NRT,285.91,37.33,N
-30.89243,28.90101,309.03,1.59,1.24,2024-08-27,20,A,76,6.1NRT,285.95,22.46,N
-31.14474,29.47125,301.06,1.75,1.3,2024-08-27,22,A,37,6.1NRT,284.87,14.17,N
-31.28635,29.423,303.4,1.74,1.29,2024-08-27,22,A,55,6.1NRT,286.09,16.87,N
-31.39262,28.68696,300.96,1.57,1.23,2024-08-27,22,A,36,6.1NRT,281.94,13.88,N
-31.60968,28.58628,305.38,1.55,1.23,2024-08-27,22,A,64,6.1NRT,284.08,18.7,N
-31.84647,28.24493,321.36,1.49,1.21,2024-08-27,22,A,100,6.1NRT,286.04,39.7,N
-31.76381,27.16271,305.05,1.29,1.13,2024-08-27,22,A,63,6.1NRT,285.78,12.16,N
-31.73788,26.7823,305.54,1.23,1.1,2024-08-27,22,A,64,6.1NRT,282.05,12.12,N
-31.75779,26.78088,308.64,1.23,1.1,2024-08-27,22,A,69,6.1NRT,284.52,14.55,N
-31.75932,26.79351,330.04,1.24,1.1,2024-08-27,22,A,100,6.1NRT,285.92,42.58,N
-31.95153,27.98461,306.48,1.44,1.19,2024-08-27,22,A,68,6.1NRT,287.14,16.53,N
-32.0643,27.94112,304.27,1.44,1.19,2024-08-27,22,A,59,6.1NRT,281.72,15.35,N
-32.53952,26.59926,310.95,1.23,1.1,2024-08-27,22,A,81,6.1NRT,288.79,17.46,N
1.70399,127.88022,319.94,1.01,1,2024-08-27,109,T,56,6.1NRT,298.57,12.14,D
1.69516,127.87901,322.35,1.01,1,2024-08-27,109,T,74,6.1NRT,296.26,14.72,D
1.48981,127.63372,317.45,1.01,1.01,2024-08-27,109,T,72,6.1NRT,296.46,10.95,D
-1.46146,127.43484,315.49,1,1,2024-08-27,109,T,0,6.1NRT,289.17,9.09,D
-7.20235,131.4754,318.15,1.73,1.29,2024-08-27,111,T,0,6.1NRT,293.58,28.79,D
-8.19368,130.99893,318.19,1.65,1.26,2024-08-27,111,T,65,6.1NRT,300.4,17.11,D
